架次编号,无人机编号,机型编号,阶段,采样比例,通信状态,中继位置,中继海拔,直连损耗_dB,直连阈值_dB,直连LOS,覆盖证据
T004,U02,A,航段0,0.40,直连,,,109.53,122.00,true,接入109.52dB/回传79.85dB
T004,U02,A,航段0,0.45,直连,,,110.55,122.00,true,接入110.54dB/回传79.85dB
T004,U02,A,航段0,0.50,直连,,,111.46,122.00,true,接入111.46dB/回传79.85dB
T004,U02,A,航段0,0.55,直连,,,112.29,122.00,true,接入112.29dB/回传79.85dB
T004,U02,A,航段0,0.60,直连,,,113.05,122.00,true,接入113.04dB/回传79.85dB
T004,U02,A,航段0,0.65,直连,,,113.74,122.00,true,接入113.74dB/回传79.85dB
T004,U02,A,航段0,0.70,直连,,,114.38,122.00,true,接入114.38dB/回传79.85dB
T004,U02,A,航段0,0.75,直连,,,114.98,122.00,true,接入114.98dB/回传79.85dB
T004,U02,A,航段0,0.80,直连,,,115.54,122.00,true,接入115.54dB/回传79.85dB
T004,U02,A,航段0,0.85,直连,,,116.07,122.00,true,接入116.07dB/回传79.85dB
T004,U02,A,航段0,0.90,直连,,,116.57,122.00,true,接入116.57dB/回传79.85dB
T004,U02,A,航段0,0.95,直连,,,117.04,122.00,true,接入117.03dB/回传79.85dB
T004,U02,A,航段0,1.00,直连,,,117.48,122.00,true,接入117.48dB/回传79.85dB
T004,U02,A,航段1,0.00,直连,,,117.48,122.00,true,接入117.48dB/回传79.85dB
T004,U02,A,航段1,0.05,直连,,,117.04,122.00,true,接入117.03dB/回传79.85dB
T004,U02,A,航段1,0.10,直连,,,116.57,122.00,true,接入116.57dB/回传79.85dB
T004,U02,A,航段1,0.15,直连,,,116.07,122.00,true,接入116.07dB/回传79.85dB
T004,U02,A,航段1,0.20,直连,,,115.54,122.00,true,接入115.54dB/回传79.85dB
T004,U02,A,航段1,0.25,直连,,,114.98,122.00,true,接入114.98dB/回传79.85dB
T004,U02,A,航段1,0.30,直连,,,114.38,122.00,true,接入114.38dB/回传79.85dB
T004,U02,A,航段1,0.35,直连,,,113.74,122.00,true,接入113.74dB/回传79.85dB
T004,U02,A,航段1,0.40,直连,,,113.05,122.00,true,接入113.04dB/回传79.85dB
T004,U02,A,航段1,0.45,直连,,,112.29,122.00,true,接入112.29dB/回传79.85dB
T004,U02,A,航段1,0.50,直连,,,111.46,122.00,true,接入111.46dB/回传79.85dB
T004,U02,A,航段1,0.55,直连,,,110.55,122.00,true,接入110.54dB/回传79.85dB
T004,U02,A,航段1,0.60,直连,,,109.53,122.00,true,接入109.52dB/回传79.85dB
T004,U02,A,航段1,0.65,直连,,,108.37,122.00,true,接入108.36dB/回传79.85dB
T004,U02,A,航段1,0.70,直连,,,107.03,122.00,true,接入107.02dB/回传79.85dB
T004,U02,A,航段1,0.75,直连,,,105.45,122.00,true,接入105.44dB/回传79.85dB
T004,U02,A,航段1,0.80,直连,,,103.52,122.00,true,接入103.50dB/回传79.85dB
T004,U02,A,航段1,0.85,直连,,,101.04,122.00,true,接入101.00dB/回传79.85dB
T004,U02,A,航段1,0.90,直连,,,97.55,122.00,true,接入97.48dB/回传79.85dB
T004,U02,A,航段1,0.95,直连,,,91.75,122.00,true,接入91.46dB/回传79.85dB
T004,U02,A,航段1,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T005,U05,B,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T005,U05,B,航段0,0.05,直连,,,89.23,122.00,true,接入88.70dB/回传79.85dB
T005,U05,B,航段0,0.10,直连,,,94.86,122.00,true,接入94.72dB/回传79.85dB
T005,U05,B,航段0,0.15,直连,,,98.30,122.00,true,接入98.24dB/回传79.85dB
T005,U05,B,航段0,0.20,直连,,,100.78,122.00,true,接入100.74dB/回传79.85dB
T005,U05,B,航段0,0.25,直连,,,102.70,122.00,true,接入102.68dB/回传79.85dB
T005,U05,B,航段0,0.30,直连,,,104.28,122.00,true,接入104.26dB/回传79.85dB
T005,U05,B,航段0,0.35,直连,,,105.61,122.00,true,接入105.60dB/回传79.85dB
T005,U05,B,航段0,0.40,直连,,,106.77,122.00,true,接入106.76dB/回传79.85dB
T005,U05,B,航段0,0.45,直连,,,107.79,122.00,true,接入107.78dB/回传79.85dB
T005,U05,B,航段0,0.50,直连,,,108.70,122.00,true,接入108.70dB/回传79.85dB
T005,U05,B,航段0,0.55,直连,,,109.53,122.00,true,接入109.53dB/回传79.85dB
T005,U05,B,航段0,0.60,直连,,,110.29,122.00,true,接入110.28dB/回传79.85dB
T005,U05,B,航段0,0.65,直连,,,110.98,122.00,true,接入110.98dB/回传79.85dB
T005,U05,B,航段0,0.70,直连,,,111.62,122.00,true,接入111.62dB/回传79.85dB
T005,U05,B,航段0,0.75,直连,,,112.22,122.00,true,接入112.22dB/回传79.85dB
T005,U05,B,航段0,0.80,直连,,,112.78,122.00,true,接入112.78dB/回传79.85dB
T005,U05,B,航段0,0.85,直连,,,113.31,122.00,true,接入113.31dB/回传79.85dB
T005,U05,B,航段0,0.90,直连,,,113.81,122.00,true,接入113.80dB/回传79.85dB
T005,U05,B,航段0,0.95,直连,,,114.28,122.00,true,接入114.27dB/回传79.85dB
T005,U05,B,航段0,1.00,直连,,,114.72,122.00,true,接入114.72dB/回传79.85dB
T005,U05,B,航段1,0.00,直连,,,114.72,122.00,true,接入114.72dB/回传79.85dB
T005,U05,B,航段1,0.05,直连,,,114.28,122.00,true,接入114.27dB/回传79.85dB
T005,U05,B,航段1,0.10,直连,,,113.81,122.00,true,接入113.80dB/回传79.85dB
T005,U05,B,航段1,0.15,直连,,,113.31,122.00,true,接入113.31dB/回传79.85dB
T005,U05,B,航段1,0.20,直连,,,112.78,122.00,true,接入112.78dB/回传79.85dB
T005,U05,B,航段1,0.25,直连,,,112.22,122.00,true,接入112.22dB/回传79.85dB
T005,U05,B,航段1,0.30,直连,,,111.62,122.00,true,接入111.62dB/回传79.85dB
T005,U05,B,航段1,0.35,直连,,,110.98,122.00,true,接入110.98dB/回传79.85dB
T005,U05,B,航段1,0.40,直连,,,110.29,122.00,true,接入110.28dB/回传79.85dB
T005,U05,B,航段1,0.45,直连,,,109.53,122.00,true,接入109.53dB/回传79.85dB
T005,U05,B,航段1,0.50,直连,,,108.70,122.00,true,接入108.70dB/回传79.85dB
T005,U05,B,航段1,0.55,直连,,,107.79,122.00,true,接入107.78dB/回传79.85dB
T005,U05,B,航段1,0.60,直连,,,106.77,122.00,true,接入106.76dB/回传79.85dB
T005,U05,B,航段1,0.65,直连,,,105.61,122.00,true,接入105.60dB/回传79.85dB
T005,U05,B,航段1,0.70,直连,,,104.28,122.00,true,接入104.26dB/回传79.85dB
T005,U05,B,航段1,0.75,直连,,,102.70,122.00,true,接入102.68dB/回传79.85dB
T005,U05,B,航段1,0.80,直连,,,100.78,122.00,true,接入100.74dB/回传79.85dB
T005,U05,B,航段1,0.85,直连,,,98.30,122.00,true,接入98.24dB/回传79.85dB
T005,U05,B,航段1,0.90,直连,,,94.86,122.00,true,接入94.72dB/回传79.85dB
T005,U05,B,航段1,0.95,直连,,,89.23,122.00,true,接入88.70dB/回传79.85dB
T005,U05,B,航段1,1.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T006,U06,B,航段0,0.00,直连,,,79.85,122.00,true,接入40.05dB/回传79.85dB
T006,U06,B,航段0,0.05,直连,,,85.48,122.00,true,接入84.08dB/回传79.85dB
T006,U06,B,航段0,0.10,直连,,,90.50,122.00,true,接入90.11dB/回传79.85dB
T006,U06,B,航段0,0.15,直连,,,93.81,122.00,true,接入93.63dB/回传79.85dB
T006,U06,B,航段0,0.20,直连,,,96.23,122.00,true,接入96.13dB/回传79.85dB
T006,U06,B,航段0,0.25,直连,,,98.13,122.00,true,接入98.06dB/回传79.85dB
T006,U06,B,航段0,0.30,直连,,,99.69,122.00,true,接入99.65dB/回传79.85dB
T006,U06,B,航段0,0.35,直连,,,101.02,122.00,true,接入100.99dB/回传79.85dB
T006,U06,B,航段0,0.40,直连,,,102.17,122.00,true,接入102.15dB/回传79.85dB
T006,U06,B,航段0,0.45,直连,,,103.19,122.00,true,接入103.17dB/回传79.85dB
T006,U06,B,航段0,0.50,直连,,,104.10,122.00,true,接入104.08dB/回传79.85dB
T006,U06,B,航段0,0.55,直连,,,104.93,122.00,true,接入104.91dB/回传79.85dB
T006,U06,B,航段0,0.60,直连,,,105.68,122.00,true,接入105.67dB/回传79.85dB
T006,U06,B,航段0,0.65,直连,,,106.37,122.00,true,接入106.36dB/回传79.85dB
T006,U06,B,航段0,0.70,直连,,,107.02,122.00,true,接入107.01dB/回传79.85dB
T006,U06,B,航段0,0.75,直连,,,107.61,122.00,true,接入107.61dB/回传79.85dB
T006,U06,B,航段0,0.80,直连,,,108.17,122.00,true,接入108.17dB/回传79.85dB
T006,U06,B,航段0,0.85,直连,,,108.70,122.00,true,接入108.69dB/回传79.85dB
T006,U06,B,航段0,0.90,直连,,,109.20,122.00,true,接入109.19dB/回传79.85dB
T006,U06,B,航段0,0.95,直连,,,109.66,122.00,true,接入109.66dB/回传79.85dB
T006,U06,B,航段0,1.00,直连,,,110.11,122.00,true,接入110.11dB/回传79.85dB
